time,gFx,gFy,gFz,TgF
1.297414531,0.0010,-0.0396,0.9834,0.984
1.297817551,-0.0005,-0.0410,0.9785,0.979
1.303841197,0.0039,-0.0469,0.9770,0.978
1.304846718,0.0000,-0.0444,0.9858,0.987
1.305777239,-0.0010,-0.0508,0.9824,0.984
1.306248593,-0.0024,-0.0562,0.9834,0.985
1.310303229,-0.0024,-0.0620,0.9839,0.986
1.310895833,-0.0088,-0.0571,0.9829,0.985
1.314514531,-0.0112,-0.0645,0.9839,0.986
1.316469114,-0.0112,-0.0664,0.9892,0.992
1.319403489,-0.0176,-0.0684,0.9868,0.989
1.324369166,-0.0220,-0.0693,0.9897,0.992
1.324623593,-0.0215,-0.0684,0.9844,0.987
1.328667916,-0.0278,-0.0723,0.9907,0.994
1.329313176,-0.0303,-0.0703,0.9907,0.994
1.333769895,-0.0313,-0.0732,0.9897,0.993
1.334229479,-0.0347,-0.0718,0.9956,0.999
1.337979895,-0.0376,-0.0737,0.9927,0.996
1.338715676,-0.0396,-0.0737,0.9936,0.997
1.341785781,-0.0435,-0.0742,0.9941,0.998
1.348413801,-0.0435,-0.0757,0.9936,0.997
1.349174322,-0.0430,-0.0742,0.9966,1.000
1.351561197,-0.0435,-0.0698,0.9971,1.000
1.352125781,-0.0459,-0.0718,0.9927,0.996
1.356279479,-0.0479,-0.0713,0.9946,0.998
1.357066406,-0.0464,-0.0713,0.9931,0.997
1.365237864,-0.0444,-0.0640,0.9951,0.998
1.366055833,-0.0444,-0.0659,0.9941,0.997
1.366374114,-0.0430,-0.0645,0.9912,0.994
1.376838072,-0.0449,-0.0659,0.9961,0.999
1.37761552,-0.0483,-0.0625,0.9951,0.998
1.377891354,-0.0425,-0.0591,0.9966,0.999
1.378090885,-0.0449,-0.0571,0.9946,0.997
1.378269843,-0.0405,-0.0557,0.9980,1.000
1.378433281,-0.0430,-0.0527,0.9966,0.999
1.384114739,-0.0405,-0.0513,0.9946,0.997
1.38448177,-0.0405,-0.0503,1.0000,1.002
1.38705552,-0.0396,-0.0498,1.0000,1.002
1.39305276,-0.0391,-0.0459,1.0034,1.005
1.393417135,-0.0420,-0.0464,0.9990,1.001
1.397965885,-0.0391,-0.0459,1.0039,1.006
1.398903437,-0.0415,-0.0498,1.0044,1.006
1.400383124,-0.0386,-0.0464,1.0054,1.007
1.400815208,-0.0371,-0.0425,1.0044,1.006
1.405531979,-0.0381,-0.0469,1.0044,1.006
1.406300729,-0.0352,-0.0464,1.0068,1.008
1.409608333,-0.0322,-0.0459,1.0049,1.006
1.415805937,-0.0317,-0.0415,1.0034,1.005
1.416821562,-0.0322,-0.0449,1.0054,1.007
1.42036526,-0.0298,-0.0493,1.0088,1.010
1.421187083,-0.0308,-0.0488,1.0019,1.004
1.425735416,-0.0308,-0.0483,1.0014,1.003
1.42659401,-0.0308,-0.0469,1.0019,1.004
1.42930151,-0.0293,-0.0444,1.0000,1.001
1.430375208,-0.0264,-0.0444,1.0005,1.002
1.433871718,-0.0239,-0.0483,0.9985,1.000
1.434288333,-0.0234,-0.0444,0.9966,0.998
1.437046822,-0.0254,-0.0483,0.9936,0.995
1.442060156,-0.0210,-0.0479,0.9922,0.994
1.442437291,-0.0190,-0.0488,0.9922,0.994
1.448624583,-0.0220,-0.0483,0.9917,0.993
1.450417656,-0.0190,-0.0474,0.9887,0.990
1.450984583,-0.0186,-0.0518,0.9887,0.990
1.451444843,-0.0205,-0.0547,0.9902,0.992
1.457387968,-0.0181,-0.0542,0.9931,0.995
1.458432864,-0.0156,-0.0532,0.9907,0.992
1.459271562,-0.0122,-0.0596,0.9941,0.996
1.464957239,-0.0151,-0.0591,0.9956,0.997
1.465670572,-0.0166,-0.0606,1.0000,1.002
1.471258072,-0.0161,-0.0606,0.9971,0.999
1.47219526,-0.0161,-0.0606,1.0014,1.003
1.473199166,-0.0142,-0.0591,1.0034,1.005
1.473477291,-0.0161,-0.0674,1.0039,1.006
1.481399531,-0.0166,-0.0669,1.0044,1.007
1.482146406,-0.0166,-0.0630,1.0044,1.006
1.482406249,-0.0151,-0.0713,1.0073,1.010
1.487787656,-0.0190,-0.0669,1.0058,1.008
1.488515208,-0.0181,-0.0674,1.0049,1.007
1.495599166,-0.0215,-0.0659,1.0107,1.013
1.496539062,-0.0205,-0.0718,1.0044,1.007
1.496810781,-0.0230,-0.0645,1.0010,1.003
1.496994687,-0.0220,-0.0693,1.0014,1.004
1.502714426,-0.0230,-0.0669,0.9990,1.002
1.503623958,-0.0230,-0.0645,1.0010,1.003
1.507214114,-0.0264,-0.0606,0.9980,1.000
1.51119026,-0.0234,-0.0615,0.9971,0.999
1.512088072,-0.0234,-0.0615,0.9966,0.999
1.515416301,-0.0230,-0.0581,0.9971,0.999
1.516148593,-0.0293,-0.0635,0.9951,0.998
1.519720051,-0.0230,-0.0571,0.9956,0.997
1.520679062,-0.0259,-0.0576,0.9941,0.996
1.524907083,-0.0230,-0.0557,0.9971,0.999
1.525370103,-0.0220,-0.0542,0.9902,0.992
1.528680364,-0.0200,-0.0518,0.9946,0.996
1.529460416,-0.0220,-0.0523,0.9961,0.998
1.533239843,-0.0171,-0.0527,0.9946,0.996
1.540859062,-0.0181,-0.0513,0.9936,0.995
1.542885208,-0.0146,-0.0503,0.9966,0.998
1.54401427,-0.0142,-0.0513,0.9980,0.999
1.544731822,-0.0117,-0.0503,0.9956,0.997
1.549575051,-0.0112,-0.0498,0.9966,0.998
1.550134895,-0.0107,-0.0493,0.9941,0.995
1.550653228,-0.0059,-0.0523,0.9941,0.996
1.55119651,-0.0103,-0.0523,0.9956,0.997
1.555557603,-0.0132,-0.0503,0.9912,0.993
1.560409843,-0.0063,-0.0523,0.9956,0.997
1.561486041,-0.0063,-0.0552,0.9902,0.992
1.564541406,-0.0068,-0.0508,0.9917,0.993
1.565243228,-0.0049,-0.0518,0.9907,0.992
1.573520833,-0.0088,-0.0562,0.9917,0.993
1.574242551,-0.0078,-0.0566,0.9907,0.992
1.574511562,-0.0073,-0.0537,0.9961,0.998
1.587302031,-0.0059,-0.0586,0.9922,0.994
1.588354218,-0.0098,-0.0586,0.9931,0.995
1.588632395,-0.0137,-0.0606,0.9946,0.997
1.588856562,-0.0146,-0.0610,0.9941,0.996
1.589907656,-0.0112,-0.0576,0.9946,0.996
1.590127864,-0.0161,-0.0610,1.0010,1.003
1.593705885,-0.0151,-0.0625,0.9980,1.000
1.594060051,-0.0156,-0.0581,1.0024,1.004
1.600098906,-0.0171,-0.0601,1.0014,1.003
1.600875468,-0.0171,-0.0620,1.0039,1.006
1.601922031,-0.0190,-0.0606,0.9980,1.000
1.602127447,-0.0210,-0.0562,1.0024,1.004
1.606215051,-0.0200,-0.0586,1.0068,1.009
1.613634687,-0.0200,-0.0581,1.0112,1.013
1.614428385,-0.0186,-0.0562,1.0083,1.010
1.617851718,-0.0239,-0.0547,1.0063,1.008
1.618295103,-0.0200,-0.0557,1.0112,1.013
1.622228593,-0.0230,-0.0562,1.0078,1.010
1.623033072,-0.0234,-0.0557,1.0127,1.014
1.626070208,-0.0249,-0.0586,1.0088,1.011
1.626499166,-0.0254,-0.0547,1.0039,1.006
1.631763437,-0.0254,-0.0518,1.0117,1.013
1.632699791,-0.0239,-0.0518,1.0141,1.016
1.633058593,-0.0308,-0.0508,1.0102,1.012
1.640012135,-0.0298,-0.0493,1.0097,1.011
1.640917551,-0.0298,-0.0493,1.0063,1.008
1.643629166,-0.0254,-0.0518,1.0039,1.006
1.644237968,-0.0313,-0.0483,1.0063,1.008
1.648202603,-0.0293,-0.0469,0.9995,1.001
1.649119687,-0.0303,-0.0474,1.0054,1.007
1.652028801,-0.0313,-0.0479,0.9995,1.001
1.652553385,-0.0313,-0.0459,0.9975,0.999
1.660447239,-0.0322,-0.0459,0.9936,0.995
1.661610624,-0.0322,-0.0464,0.9941,0.996
1.662206822,-0.0269,-0.0483,0.9927,0.994
1.665412916,-0.0273,-0.0459,0.9897,0.991
1.666169478,-0.0283,-0.0444,0.9883,0.990
1.670187551,-0.0308,-0.0483,0.9922,0.994
1.671132187,-0.0273,-0.0483,0.9848,0.986
1.674016406,-0.0278,-0.0488,0.9878,0.989
1.674570364,-0.0288,-0.0430,0.9892,0.991
1.681292083,-0.0273,-0.0488,0.9883,0.990
1.682019322,-0.0244,-0.0449,0.9848,0.986
1.685212395,-0.0269,-0.0454,0.9887,0.990
1.700770208,-0.0273,-0.0454,0.9839,0.985
1.70147276,-0.0283,-0.0469,0.9848,0.986
1.701722551,-0.0264,-0.0479,0.9868,0.988
1.701981926,-0.0293,-0.0469,0.9839,0.985
1.702211406,-0.0264,-0.0483,0.9853,0.987
1.702404999,-0.0317,-0.0508,0.9853,0.987
1.702596093,-0.0288,-0.0483,0.9897,0.991
1.702784478,-0.0283,-0.0508,0.9844,0.986
1.708611718,-0.0293,-0.0469,0.9883,0.990
1.713063853,-0.0303,-0.0552,0.9892,0.991
1.713792291,-0.0317,-0.0571,0.9883,0.990
1.717356301,-0.0322,-0.0532,0.9927,0.995
1.717920676,-0.0322,-0.0537,0.9966,0.999
1.722485728,-0.0332,-0.0542,0.9980,1.000
1.72334901,-0.0381,-0.0571,0.9956,0.998
1.724800676,-0.0361,-0.0562,1.0000,1.002
1.725218645,-0.0337,-0.0523,1.0014,1.003
1.731090572,-0.0352,-0.0537,1.0024,1.004
1.734284166,-0.0342,-0.0557,1.0044,1.006
1.734798228,-0.0347,-0.0571,1.0054,1.008
1.739877655,-0.0337,-0.0557,1.0054,1.007
1.740910364,-0.0356,-0.0615,1.0068,1.009
1.744011249,-0.0352,-0.0562,1.0078,1.010
1.744546353,-0.0332,-0.0591,1.0058,1.008
1.748654322,-0.0293,-0.0591,1.0049,1.007
1.749561353,-0.0322,-0.0635,1.0058,1.008
1.753390624,-0.0352,-0.0635,1.0029,1.006
1.755531562,-0.0317,-0.0620,1.0049,1.007
1.756744218,-0.0313,-0.0664,1.0049,1.008
1.761281666,-0.0278,-0.0654,1.0010,1.003
1.762362499,-0.0303,-0.0645,1.0029,1.005
1.765732655,-0.0273,-0.0674,1.0014,1.004
1.765930155,-0.0337,-0.0684,1.0019,1.005
1.773158905,-0.0337,-0.0649,0.9980,1.001
1.774000364,-0.0322,-0.0674,1.0010,1.004
1.775445468,-0.0371,-0.0630,0.9995,1.002
1.776022603,-0.0366,-0.0649,1.0000,1.003
1.784441353,-0.0361,-0.0645,1.0000,1.003
1.785157291,-0.0415,-0.0615,1.0019,1.005
1.785391249,-0.0439,-0.0591,1.0010,1.004
1.789800624,-0.0444,-0.0566,1.0010,1.004
1.790166978,-0.0454,-0.0562,1.0024,1.005
1.793506301,-0.0498,-0.0532,1.0044,1.007
1.793884583,-0.0493,-0.0562,1.0014,1.004
1.79903453,-0.0454,-0.0527,1.0024,1.005
1.800066874,-0.0483,-0.0547,1.0029,1.006
1.804088176,-0.0483,-0.0542,1.0010,1.004
1.806223801,-0.0483,-0.0537,1.0029,1.006
1.807042291,-0.0454,-0.0542,1.0019,1.004
1.812591197,-0.0444,-0.0537,1.0014,1.004
1.813391666,-0.0439,-0.0498,1.0019,1.004
1.817946145,-0.0366,-0.0479,1.0039,1.006
1.818377655,-0.0400,-0.0454,1.0063,1.008
1.822749426,-0.0327,-0.0498,1.0005,1.002
1.823776093,-0.0327,-0.0449,1.0019,1.003
1.825191145,-0.0308,-0.0396,1.0005,1.002
1.825520624,-0.0288,-0.0420,1.0010,1.002
1.830447187,-0.0269,-0.0376,1.0010,1.002
1.834102499,-0.0288,-0.0381,1.0010,1.002
1.834624478,-0.0254,-0.0313,1.0014,1.002
1.84039651,-0.0259,-0.0317,0.9975,0.998
1.841277239,-0.0220,-0.0288,0.9951,0.996
1.844496093,-0.0230,-0.0308,0.9985,0.999
1.845283593,-0.0205,-0.0239,0.9927,0.993
1.84959276,-0.0225,-0.0259,0.9902,0.991
1.850127603,-0.0210,-0.0239,0.9931,0.994
1.854638385,-0.0200,-0.0293,0.9922,0.993
1.856916926,-0.0176,-0.0278,0.9912,0.992
1.857956093,-0.0225,-0.0278,0.9912,0.992
1.861101666,-0.0171,-0.0249,0.9907,0.991
1.861831197,-0.0205,-0.0239,0.9927,0.993
1.872054947,-0.0190,-0.0259,0.9922,0.993
1.872918124,-0.0156,-0.0264,0.9887,0.989
1.873140833,-0.0190,-0.0288,0.9907,0.991
1.87332427,-0.0181,-0.0264,0.9848,0.985
1.877779635,-0.0181,-0.0278,0.9853,0.986
1.878196978,-0.0195,-0.0288,0.9844,0.985
1.88801927,-0.0161,-0.0264,0.9873,0.988
1.888896041,-0.0176,-0.0264,0.9819,0.982
1.88915078,-0.0200,-0.0308,0.9848,0.986
1.889384218,-0.0161,-0.0332,0.9834,0.984
1.889589739,-0.0166,-0.0332,0.9848,0.986
1.895382708,-0.0176,-0.0381,0.9863,0.987
1.89628651,-0.0161,-0.0376,0.9814,0.982
1.899494999,-0.0176,-0.0386,0.9814,0.982
1.90026328,-0.0176,-0.0410,0.9834,0.984
1.903203958,-0.0181,-0.0449,0.9858,0.987
1.904163124,-0.0181,-0.0454,0.9878,0.989
1.908469739,-0.0220,-0.0508,0.9892,0.991
1.909031926,-0.0225,-0.0493,0.9961,0.998
1.914057343,-0.0220,-0.0503,0.9956,0.997
1.918149478,-0.0225,-0.0498,1.0039,1.005
1.918670624,-0.0239,-0.0503,1.0083,1.010
1.923559062,-0.0220,-0.0532,1.0122,1.014
1.924647343,-0.0298,-0.0488,1.0127,1.014
1.929559635,-0.0239,-0.0523,1.0205,1.022
1.930495468,-0.0234,-0.0488,1.0229,1.024
1.933752655,-0.0239,-0.0513,1.0268,1.028
1.934283749,-0.0278,-0.0488,1.0278,1.029
1.934563385,-0.0293,-0.0459,1.0273,1.029
1.938042864,-0.0288,-0.0479,1.0293,1.031
1.944433176,-0.0278,-0.0435,1.0303,1.032
1.945487812,-0.0303,-0.0439,1.0327,1.034
1.947973228,-0.0342,-0.0410,1.0293,1.031
1.948864166,-0.0303,-0.0410,1.0303,1.032
1.949722916,-0.0298,-0.0376,1.0254,1.026
1.954515364,-0.0254,-0.0381,1.0268,1.028
1.958540728,-0.0308,-0.0361,1.0224,1.024
1.958932603,-0.0327,-0.0317,1.0156,1.017
1.962451093,-0.0278,-0.0322,1.0137,1.015
1.963178749,-0.0308,-0.0317,1.0097,1.011
1.963392864,-0.0269,-0.0308,1.0039,1.005
1.967878957,-0.0269,-0.0288,1.0029,1.004
1.97590703,-0.0269,-0.0288,1.0000,1.001
1.976474114,-0.0278,-0.0249,0.9951,0.996
1.983143957,-0.0259,-0.0249,0.9951,0.996
1.984163437,-0.0283,-0.0259,0.9917,0.992
1.984584062,-0.0278,-0.0234,0.9887,0.989
1.984911718,-0.0273,-0.0298,0.9829,0.984
1.991129166,-0.0254,-0.0278,0.9800,0.981
1.991509947,-0.0249,-0.0278,0.9814,0.982
1.994717707,-0.0298,-0.0264,0.9785,0.979
1.995218541,-0.0278,-0.0308,0.9775,0.978
1.99540427,-0.0317,-0.0288,0.9780,0.979
1.997989166,-0.0322,-0.0303,0.9804,0.981
2.003146666,-0.0308,-0.0288,0.9741,0.975
2.004012916,-0.0313,-0.0308,0.9717,0.973
2.008317551,-0.0317,-0.0366,0.9741,0.975
2.008632447,-0.0342,-0.0332,0.9746,0.976
2.008812082,-0.0313,-0.0322,0.9780,0.979
2.013200572,-0.0298,-0.0288,0.9761,0.977
2.017827655,-0.0327,-0.0347,0.9814,0.983
2.018228332,-0.0317,-0.0337,0.9814,0.983
2.023174739,-0.0322,-0.0352,0.9804,0.982
2.02407302,-0.0303,-0.0391,0.9824,0.984
2.028239166,-0.0317,-0.0386,0.9848,0.986
2.029177655,-0.0352,-0.0400,0.9853,0.987
2.029545989,-0.0327,-0.0425,0.9892,0.991
2.032953957,-0.0371,-0.0430,0.9887,0.990
2.038070572,-0.0342,-0.0410,0.9941,0.996
2.038763228,-0.0356,-0.0415,0.9951,0.997
2.043513593,-0.0337,-0.0425,0.9961,0.998
2.044089374,-0.0356,-0.0425,0.9961,0.998
2.044393697,-0.0376,-0.0400,0.9975,0.999
2.04832052,-0.0381,-0.0464,1.0044,1.006
2.053259687,-0.0376,-0.0439,1.0010,1.003
2.054728853,-0.0376,-0.0391,1.0034,1.005
2.057653124,-0.0381,-0.0386,1.0039,1.005
2.058259322,-0.0381,-0.0391,1.0058,1.007
2.058746978,-0.0356,-0.0400,1.0054,1.007
2.06450052,-0.0405,-0.0361,1.0083,1.010
2.069129582,-0.0410,-0.0376,1.0049,1.006
2.070474374,-0.0425,-0.0405,1.0083,1.010
2.073099166,-0.0400,-0.0371,1.0083,1.010
2.074230103,-0.0479,-0.0396,1.0058,1.008
2.081866093,-0.0420,-0.0356,1.0068,1.008
2.08267651,-0.0449,-0.0381,1.0073,1.009
2.084100572,-0.0444,-0.0425,1.0054,1.007
2.096882343,-0.0435,-0.0405,1.0097,1.011
2.09767776,-0.0469,-0.0381,1.0068,1.009
2.098036041,-0.0459,-0.0386,1.0068,1.009
2.098361562,-0.0474,-0.0386,1.0058,1.008
2.098630155,-0.0449,-0.0376,1.0058,1.008
2.098894166,-0.0488,-0.0366,1.0093,1.011
2.09917552,-0.0483,-0.0391,1.0073,1.009
2.103821249,-0.0508,-0.0400,1.0039,1.006
2.10471177,-0.0444,-0.0376,1.0063,1.008
2.10969453,-0.0464,-0.0347,1.0063,1.008
2.110130312,-0.0435,-0.0366,1.0107,1.012
2.11037078,-0.0435,-0.0391,1.0024,1.004
2.114552082,-0.0439,-0.0337,1.0044,1.006
2.118981093,-0.0425,-0.0356,1.0054,1.007
2.119439218,-0.0435,-0.0347,1.0019,1.003
2.125107864,-0.0391,-0.0313,1.0054,1.007
2.125769218,-0.0405,-0.0322,1.0058,1.007
2.129942499,-0.0396,-0.0313,1.0014,1.003
2.13040677,-0.0400,-0.0278,1.0039,1.005
2.130694947,-0.0430,-0.0298,1.0034,1.005
2.134464218,-0.0396,-0.0303,1.0044,1.006
2.140205207,-0.0366,-0.0288,1.0005,1.002
2.140895885,-0.0337,-0.0278,0.9985,0.999
2.146404322,-0.0415,-0.0225,0.9971,0.998
2.147285572,-0.0376,-0.0264,0.9975,0.999
2.148846457,-0.0454,-0.0269,1.0000,1.001
2.149262603,-0.0400,-0.0249,1.0010,1.002
2.149551666,-0.0420,-0.0215,0.9980,0.999
2.154052968,-0.0400,-0.0215,1.0010,1.002
2.158808437,-0.0386,-0.0239,0.9975,0.999
2.16018078,-0.0391,-0.0210,0.9980,0.999
2.166866301,-0.0386,-0.0220,1.0000,1.001
2.168410624,-0.0435,-0.0186,0.9961,0.997
2.169013124,-0.0366,-0.0210,0.9941,0.995
2.169478437,-0.0400,-0.0239,0.9971,0.998
2.175143176,-0.0361,-0.0220,0.9907,0.992
2.175561145,-0.0396,-0.0200,0.9951,0.996
2.175994999,-0.0391,-0.0186,0.9946,0.996
2.179027864,-0.0396,-0.0190,0.9912,0.992
2.184292447,-0.0396,-0.0137,0.9956,0.996
2.184796509,-0.0386,-0.0171,0.9956,0.996
2.191738697,-0.0425,-0.0205,0.9902,0.991
2.192476353,-0.0415,-0.0146,0.9946,0.996
2.193741145,-0.0430,-0.0190,0.9931,0.994
2.194168228,-0.0391,-0.0146,0.9907,0.992
2.194384009,-0.0405,-0.0166,0.9961,0.997
2.198871926,-0.0405,-0.0200,0.9966,0.998
2.204246041,-0.0439,-0.0151,0.9922,0.993
2.204854947,-0.0391,-0.0210,0.9951,0.996
2.209808176,-0.0444,-0.0195,0.9975,0.999
2.21014052,-0.0415,-0.0190,0.9966,0.998
2.213504582,-0.0415,-0.0195,0.9980,0.999
2.214245937,-0.0386,-0.0195,1.0014,1.002
2.22198552,-0.0425,-0.0161,1.0005,1.001
2.222842187,-0.0420,-0.0146,1.0005,1.001
2.223221093,-0.0405,-0.0142,1.0019,1.003
2.225199009,-0.0400,-0.0156,1.0044,1.005
2.229749895,-0.0415,-0.0117,1.0024,1.003
2.230511718,-0.0386,-0.0122,0.9990,1.000
2.234360051,-0.0410,-0.0132,1.0039,1.005
2.234808541,-0.0415,-0.0127,1.0054,1.006
2.240946093,-0.0405,-0.0122,1.0029,1.004
2.241867343,-0.0381,-0.0132,1.0058,1.007
2.246477707,-0.0376,-0.0117,1.0049,1.006
2.247443176,-0.0381,-0.0122,1.0073,1.008
2.250141041,-0.0371,-0.0098,1.0088,1.009
2.250657655,-0.0381,-0.0093,1.0078,1.009
2.250949062,-0.0356,-0.0103,1.0054,1.006
2.254388749,-0.0391,-0.0088,1.0058,1.007
2.258597447,-0.0371,-0.0137,1.0029,1.004
2.259422291,-0.0381,-0.0107,1.0049,1.006
2.265477655,-0.0366,-0.0098,1.0000,1.001
2.266440155,-0.0376,-0.0107,1.0010,1.002
2.271783541,-0.0371,-0.0073,1.0049,1.006
2.272420312,-0.0405,-0.0112,1.0044,1.005
2.272618228,-0.0361,-0.0146,1.0058,1.007
2.273596926,-0.0342,-0.0127,1.0034,1.004
2.28049802,-0.0361,-0.0117,1.0054,1.006
2.282294634,-0.0352,-0.0137,1.0019,1.003
2.286949739,-0.0366,-0.0166,1.0058,1.007
2.287230312,-0.0371,-0.0176,1.0024,1.003
2.295586405,-0.0356,-0.0171,1.0005,1.001
2.296671822,-0.0366,-0.0151,1.0014,1.002
2.296938801,-0.0322,-0.0127,0.9980,0.999
2.297137968,-0.0342,-0.0171,0.9980,0.999
2.297317343,-0.0317,-0.0186,0.9975,0.998
2.300696093,-0.0332,-0.0146,0.9966,0.997
2.304485832,-0.0337,-0.0186,0.9917,0.992
2.305167759,-0.0347,-0.0210,0.9990,1.000
2.309792551,-0.0342,-0.0239,0.9980,0.999
2.310310624,-0.0313,-0.0195,0.9941,0.995
2.314124374,-0.0332,-0.0205,0.9912,0.992
2.314863072,-0.0332,-0.0195,0.9912,0.992
2.320086822,-0.0332,-0.0225,0.9922,0.993
2.32092177,-0.0342,-0.0205,0.9936,0.994
2.324358489,-0.0313,-0.0230,0.9897,0.990
2.324750468,-0.0337,-0.0239,0.9917,0.993
2.329155832,-0.0386,-0.0278,0.9936,0.995
2.329894009,-0.0352,-0.0234,0.9902,0.991
2.33537177,-0.0376,-0.0210,0.9966,0.997
2.336169114,-0.0381,-0.0230,0.9936,0.995
2.336497968,-0.0361,-0.0249,0.9931,0.994
2.34096552,-0.0352,-0.0259,0.9980,0.999
2.344351978,-0.0381,-0.0220,0.9980,0.999
2.345229114,-0.0376,-0.0234,0.9990,1.000
2.35018677,-0.0400,-0.0230,1.0005,1.002
2.351005312,-0.0400,-0.0239,0.9975,0.999
2.35517953,-0.0405,-0.0181,1.0014,1.002
2.356625832,-0.0371,-0.0186,1.0029,1.004
2.36057302,-0.0415,-0.0181,1.0010,1.002
2.361657291,-0.0410,-0.0176,1.0073,1.008
2.36215828,-0.0425,-0.0161,1.0014,1.002
2.364494791,-0.0425,-0.0166,1.0029,1.004
2.370695468,-0.0435,-0.0142,1.0019,1.003
2.372140989,-0.0425,-0.0176,1.0078,1.009
2.374028853,-0.0435,-0.0127,1.0054,1.006
2.374514947,-0.0415,-0.0107,1.0068,1.008
2.384240103,-0.0391,-0.0098,1.0034,1.004
2.384823801,-0.0386,-0.0063,1.0078,1.009
2.385028541,-0.0386,-0.0088,1.0024,1.003
2.38676677,-0.0415,-0.0068,1.0068,1.008
2.387053645,-0.0396,-0.0024,1.0063,1.007
2.391436249,-0.0386,-0.0063,1.0078,1.009
2.400686301,-0.0352,-0.0059,1.0034,1.004
2.40146828,-0.0361,-0.0020,1.0014,1.002
2.401811197,-0.0371,-0.0034,1.0054,1.006
2.402093697,-0.0396,-0.0054,1.0014,1.002
2.405222811,-0.0396,-0.0020,1.0019,1.003
2.405576457,-0.0381,-0.0068,1.0010,1.002
2.410726145,-0.0386,-0.0068,0.9985,0.999
2.411071718,-0.0400,-0.0049,1.0010,1.002
2.411265624,-0.0435,-0.0044,1.0010,1.002
2.416249634,-0.0405,-0.0049,1.0000,1.001
2.420828228,-0.0381,-0.0049,0.9956,0.996
2.421347655,-0.0381,-0.0029,0.9971,0.998
2.425716301,-0.0371,-0.0029,1.0005,1.001
2.426226353,-0.0439,-0.0063,0.9931,0.994
2.430862343,-0.0391,-0.0073,0.9961,0.997
2.431880572,-0.0386,-0.0054,0.9971,0.998
2.435969843,-0.0430,-0.0039,0.9975,0.998
2.436487343,-0.0430,-0.0044,0.9985,0.999
2.436739739,-0.0386,-0.0063,0.9995,1.000
2.441393749,-0.0420,-0.0054,0.9966,0.997
2.445682082,-0.0425,-0.0083,1.0014,1.002
2.446189114,-0.0391,-0.0054,0.9966,0.997
2.450965936,-0.0430,-0.0059,0.9990,1.000
2.451490259,-0.0420,-0.0044,0.9975,0.998
2.456210572,-0.0444,-0.0054,1.0010,1.002
2.457125051,-0.0396,-0.0073,1.0024,1.003
2.460609999,-0.0415,-0.0039,0.9990,1.000
2.461634478,-0.0410,-0.0029,0.9961,0.997
2.467615989,-0.0400,-0.0029,0.9961,0.997
2.468967916,-0.0410,-0.0034,0.9985,0.999
2.46952052,-0.0430,-0.0029,1.0019,1.003
2.469970155,-0.0396,-0.0059,1.0005,1.001
2.47472953,-0.0410,-0.0073,1.0029,1.004
2.475578176,-0.0425,-0.0034,1.0054,1.006
2.476227916,-0.0415,-0.0034,1.0010,1.002
2.480263384,-0.0435,-0.0039,1.0024,1.003
2.489695936,-0.0405,-0.0068,1.0054,1.006
2.490919218,-0.0425,-0.0063,1.0058,1.007
2.491447811,-0.0410,-0.0024,1.0088,1.010
2.492167291,-0.0400,-0.0029,1.0073,1.008
2.508865884,-0.0420,-0.0073,1.0054,1.006
2.50949427,-0.0410,-0.0073,1.0058,1.007
2.509769582,-0.0420,-0.0098,1.0073,1.008
2.509945728,-0.0391,-0.0059,1.0049,1.006
2.51012802,-0.0415,-0.0078,1.0054,1.006
2.510280676,-0.0410,-0.0107,1.0039,1.005
2.51060578,-0.0435,-0.0063,1.0029,1.004
2.513113593,-0.0400,-0.0083,0.9990,1.000
2.513337864,-0.0386,-0.0054,1.0019,1.003
2.51542052,-0.0391,-0.0059,0.9990,1.000
2.519772707,-0.0430,-0.0044,1.0000,1.001
2.520446822,-0.0425,-0.0059,0.9966,0.997
2.525830832,-0.0425,-0.0098,1.0000,1.001
2.52609703,-0.0371,-0.0059,0.9990,1.000
2.530328072,-0.0391,-0.0078,0.9985,0.999
2.530717447,-0.0391,-0.0063,0.9956,0.996
2.536397759,-0.0376,-0.0054,0.9936,0.994
2.537065728,-0.0396,-0.0049,0.9941,0.995
2.542012082,-0.0420,-0.0044,0.9966,0.997
2.542498072,-0.0415,-0.0078,0.9956,0.996
2.546008176,-0.0410,-0.0054,0.9946,0.995
2.546807395,-0.0371,-0.0020,0.9941,0.995
2.551472291,-0.0361,-0.0044,0.9927,0.993
2.552163905,-0.0410,0.0025,0.9946,0.995
2.552518905,-0.0371,-0.0005,0.9931,0.994
2.557149166,-0.0347,-0.0015,0.9902,0.991
2.563202707,-0.0361,-0.0020,0.9907,0.991
2.564411249,-0.0361,-0.0010,0.9883,0.989
2.565666405,-0.0371,0.0020,0.9887,0.989
2.56601828,-0.0356,-0.0024,0.9887,0.989
2.570374895,-0.0386,-0.0015,0.9858,0.987
2.570886457,-0.0376,0.0045,0.9897,0.990
2.57648552,-0.0361,0.0001,0.9858,0.986
2.576973697,-0.0342,0.0020,0.9868,0.987
2.577323593,-0.0391,0.0040,0.9868,0.988
2.58415052,-0.0356,0.0025,0.9897,0.990
2.586958332,-0.0361,-0.0005,0.9868,0.987
2.587231353,-0.0391,0.0040,0.9912,0.992
2.592584426,-0.0400,0.0054,0.9897,0.991
2.593060832,-0.0386,0.0103,0.9863,0.987
2.596092759,-0.0396,0.0049,0.9887,0.990
